5401;GPS;camera;Sat 12 Dec 2009 05:31:22 +0000;Droid;(2.0.1);gps;coordinates;not;saved;with;picture;created;using;inbox;camera;Device;:;Motorola;Droid.;Firmware;Android;2.0.1;took;a;picture;using;the;built;in;camera;application;-0;Store;Location;(ON);-0;Uploaded;to;picassa;GPS;coordinates;were;not;available;in;the;picture;Expected;result:;GPS;tags;(latitude;and;longitude);should;have;been;available;in;the;metadata;of;the;picture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9071;lock;display;Mon 14 Jun 2010 19:29:26 +0000;Motorola;Droid;Description: Screen turns off due to (5 sec) time limit while user is inputting unlock pattern. Expected behavior is when user starts to input unlock pattern the time limit gets reset (timer restarts once finger is lifted off screen) Steps to reproduce: 1. Set screen unlock pattern. 2. Turn off screen using top power button (locks screen). 3. Turn on screen using top power button. 4. Wait 3 seconds before starting to input unlock pattern. Input pattern slowly Result: While user is inputting the pattern screen turns off (very annoying). Correct Behavior: When user is inputting the pattern screen should not be turned off. Timeout timer should reset and only start again when user lifts finger off the screen. Device: Motorola Droid OS: Android 2.1-update1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6313;email;Wed 27 Jan 2010 19:59:22 +0000;Motorola;Droid;IQ'Em using a Motorola Droid running 2.0.1. I have a gmail account and a corporate exchange email account set up on it. I also have a laptop that syncs my exchange calender and Google calender. Twice in the last week it has erased all emails in my exchange inbox. I didnQ'Et link it to the Droid the first time and donQ'Et remember the exact circumstances but I remember having some issues with the Droid and then checking my email on the device to see an empty inbox. My account was still set up however. Checking on a desktop using Outlook confirmed all my inbox emails were gone but all my other folders were unaffected. My lost emails didnQ'Et show up in the deleted folder either. The second time it occurred I the phone in my car mount charging with a very low battery. I took it out of the mount and unplugged the charger. The next time I started it up it did a cold boot up. I didnQ'Et think anything of it since the battery had been low but then I found my contact list and call log empty. The sync icon popped up and the Droid repopulated my contact list but the next time I checked my email (using exchange web access) I found all my inbox emails gone again. This is a very serious issue for people who use exchange email for their work. I canQ'Et afford to keep losing all my emails and IQ'Em sure most other people would agree. IQ'Em also very surprised that I didnQ'Et see this issue brought up yet when I searched this site. I canQ'Et be the only person this has happened to. Please star this issue if you are having the same problem.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6849;headset;car;bluetooth;Thu 25 Feb 2010 05:19:31 +0000;Droid;Having problems with my Parrot MK6000 and a Sony mex-bt2700 stereo with bluetooth. The Parrot works great if only on A2DP. Switches back and forth seamlessly if I use my Plantronics headset for calls. The problems there start if I try to use the Parrot for calls. If music is playing when a call comes in when the call is over the music gets choppy and the headset profile wonQ'Et connect again four three or four minutes until the Droid resets its bluetooth connection or until I reboot the phone. If not using A2DP and calling same thing but no choppy music. The Sony works great for A2DP until I get a call on my Plantronics or the stereo or if I turn off the vehicle and turn it back on. No choppy music here. It just says paired but not connected and will not connect again until I unpair and repair. These problems everyone are having are clearly unacceptable in a modern phone of any price. Google needs to read these forums and get together with the vendors and force a fix on the carriers. We paid a lot of money for these devices and should not have to choose between safety and a stinking phone. Motorola Droid running 2.01. Parrot MK6000 software update 1.03. Sony mex-bt2700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10476;GPS;audio;Mon 16 Aug 2010 16:46:51 +0000;Motorola;Droid;Prior;to;the;2.2;update;I;could;stream;Pandora;music;while;using;the;navigator;and;it;would;pause;the;music;while;giving;direction;and;then;restart.;Now;it;pauses;and;never;resumes.;The;same;behavior;occurs;when;using;speech;to;text;in;the;messaging;app.;IQ'Em;using;the;Motorola;Droid;with;2.2;build;FRG01B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10560;contact;image;Wed 18 Aug 2010 16:09:24 +0000;motorla;droid;X;My device is a motorla droid X with android 2.1. Anytime I use a contact widget(whether it be the motorola widget or 3rd party widget) the contact photoQ'Es always look blurry/grainy. is this a known bug and will it be resolved in android 2.2 or other updates? Thanks Steve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7115;keyboard;Fri 12 Mar 2010 01:23:14 +0000;Motorola;DROID;"Environment: Android 2.1 (emulator) Android 2.0.1 (Motorola DROID) Steps to Reproduce: 1. Add android:windowSoftInputMode=Q""EstateAlwaysHiddenQ""E to an activity containing an EditText widget 2. Tap on the EditText widget while in a mode sans hardware keyboard Expected Behavior: nothing (Q""EThe soft keyboard is always hidden when the activityQ'Es main window has input focus.Q""E) Actual Behavior: soft keyboard appears";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13211;android_market;Thu 16 Dec 2010 08:37:39 +0000;Motorola;Defy;"- Steps to reproduce the problem. 1 Open the Android Market 2 Try to scroll the small list of featured Apps on the bottom of the new Start Screen - What happened. The Market got stuck nothing happened for a while. After many hopeless touches to the homescreen a small message saying Q""ESorry this app does not respondQ""E the market was closed. (This is completely reproduceable and happens every time i follow these steps). - What you think the correct behavior should be. Scrolling the list (without crashing ;-)) - Phone Motorola Defy Android 2.1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11558;upgrade;display;Wed 29 Sep 2010 03:32:53 +0000;motorola;Droid;After the 2.2 update the Motorola Droid no longer has auto brightness. If you open the car home application the auto brightness works correctly but as soon as you exit you lose auto brightness again. The back light on the keys also comes on and off as it is suppose to in auto brightness. Model-Droid Version- 2.2 Kernel- 2.6.32.9-g874c292 android-build@apa26#1 BUILD Number - FRG22D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9865;message;Sun 18 Jul 2010 21:57:15 +0000;Droid;"NOTE: This form is only for reporting user bugs. For all other user discussions please visit: http://groups.google.com/group/android-discuss Please describe the problem in detail. Be sure to include: - Steps to reproduce the problem. - What happened. - What you think the correct behavior should be. DonQ'Et forget to mention which device you have and which version of Android is installed on it. (Find it under Home Q>E Menu Q>E Settings Q>E About phone.) If you happen to have a development environment please also run Q""Eadb bugreportQ""E and archive the output as it could help diagnose the problem. This is the same issue as is described in #5669 but it includes the Droid running 2.1 rather than 2.0. When I receive a new message selecting it in the notification bar the phone will open the built-in messaging application only to discover that all of my texts (excepting the new one) have been deleted. Recovery is only possible via third party applications. What should have happened: My phone should not delete all messages of its own accord. It happens regardless of having a limit set in the application settings. There were important messages. Once again: Motorola Droid running Android 2.1 (this happened to people with 2.0 as well and should have been fixed with 2.1)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10727;upgrade;video;Tue 24 Aug 2010 05:24:50 +0000;Motorola;Droid;"When trying to play any streaming video regardless on wifi or 3g I get an error Q""ESorry video cannot be playedQ""E. I never had this problem when running 2.1 TO REPRODUCE PROBLEM: Go to m.yahoo.com and try to play a video. WHAT HAPPENED: Error always received. Q""ESorry this video cannot be playedQ""E CORRECT BEHAVIOR: Video should determine my quality based on network connection type and stream video accordingly. My Device: Motorola Droid Build: FRG01B 2.2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6521;notification;Sun 07 Feb 2010 16:33:50 +0000;Motorola;Droid;When phone is set to vibrate for notifications it vibrates even when in- call. Desired behavior: Phone should not vibrate when in-call. It should instead should provide an audible notification through the earpiece. Motorola Droid Firmware 2.0.1 build ESD56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9017;email;Fri 11 Jun 2010 10:36:08 +0000;Motorola;Milestone;I have about 50 mail folders in my Exchange 2007 account. The folder hierarchy has got max. three levels. Only 20 of them are display on my german Motorola Milestone. The hierarchy and sort order is ignored. I could reproduce the bug on a HTC Desire. With other apps like Touchdown all folders are being displayed. All folders should display in the right sort order and hierarchy. Android 2.1-update1 Build SHOLS_U2_02.34.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7091;lock;touchscreen;Wed 10 Mar 2010 18:49:19 +0000;Motorola;Droid;"Steps to reproduce the problem: 1) Lock the phone then bring up the Q""Eslide to unlockQ""E screen. 2) Press down on the round green circle unlock icon with your left thumb. 3) While keeping left thumb pressed down press down on the grey volume icon with the right thumb. 4) Lift up left thumb. What happened: - Phone unlocks without performing slide. What you think the correct behavior should be: - I would expect the phone to require a slide motion to unlock to prevent accidental unlocks. This could explain why phone unlocks when in a pocket. DonQ'Et forget to mention which device you have making sure that it runs Android 2.0: I am using a Motorola Droid with 2.0.1 firmware.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11196;contact;image;synchronize;Mon 13 Sep 2010 16:28:27 +0000;Motorola;i1;Device: Motorola i1 Firmware Version: 1.5 Each time that a Synchronization happends it sync all contacts but the photos are not being copied. I heard that a lot of people have this same problem. Thanks!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8196;browser;network;Thu 06 May 2010 20:37:10 +0000;Motorola;Droid;"Client certificates are a form of two-factor authentication introduced in SSL 3.0 and supported in all versions of TLS. It allows organizations to identify and authenticate users by issuing client certificates signed by either a public certificate authority or an internal private CA. Web resources can be protected by configuring the server to require client certificate authentication forcing the client to identify themselves by presenting a valid certificate. If the certificate is validated the client is granted access; if the certificate is invalid or otherwise not present access is denied. Many organizations depend on client certificates to increase security over comparatively weaker password-based schemes. As far as I can tell AndroidQ'Es built-in browser does *NOT* support client certificates. I use client certificates to protect access to some of the most critical administration sections of my websites. I have a Motorola Droid on Verizon and have tested with the official releases of Android 2.0 2.0.1 and 2.1 without any success. While I have been able to successfully import my certificates into the built-in certificate store (Settings -Q>E Locations Q&E Security -Q>E Credential Storage) the browser does not seem to access this store when I attempt to access a Web resource requiring a certificate. Instead the page dies with an error stating it cannot be displayed. As my dependence on my Droid increases I hate the thought of weakening my security just for the convenience of doing administrative tasks on the go. Please add this functionality into the Android browser. ItQ'Es a published standard and one quite a few people depend on. Note: This is *not* the same issue as those requesting client certificate authentication for WiFi. This relates to client certificate authentication in the browser to a remote website. IQ'Eve searched the issue log multiple times and have found many references to the WiFi issue but not to this one.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10483;bluetooth;Mon 16 Aug 2010 18:32:53 +0000;Bluetooth;in;2006;Infiniti;QX56;Does;Not;Work;with;Android;and;Vs.;2.2;-0;Verizon;"All while having the previous version of software with my Android I could not get my vehicleQ'Es in-car bluetooth system to pair with my Android. The vehicle goes into pairing mode the Android sees it and says its pairing then says that it cannot pair to the device. When I had 3 different BlackberryQ'Es previous to this I never had any problems pairing the phone and the phone connecting automatically everytime I started the vehicle. I was informed that version 2.2 would fix my not being able to pair and connect to the QX56 however after the very long wait for this 2.2 fix it will still not even pair with the car. How am I supposed to live with a phone in a state (WA) where driving hands free is the law? Am I really supposed to spend another $30-$100 for an ear type bluetooth device just so I can use it in my car; as I donQ'Et use a headset anywhere else? This seems to be a very basic issue that Google and Motorola should have fixed long before giving us the ability to peek into the picture folders. I plan on calling Verizon and getting rid of the phone arguing that while I love my Droid if I canQ'Et use it for its basic functions I want a phone that works.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5915;alarm;ringtone;audio;Fri 08 Jan 2010 17:11:27 +0000;Motorola;CLIQ;Problem: When adjusting the volume of an alarm it plays a sound so you can hear the volume difference. Instead of playing the currently selected sound for that alarm it plays whatever the phoneQ'Es ring tone is set to. This isnQ'Et very helpful because the sounds are different! Steps to reproduce: 1) Set the phone ringtone to some sound (IQ'Ell call it sound A) 2) Go to the alarm clock and set (or modify) an alarm. 3) Modify the alarm sound to something different from sound A (sound B in this case) 4) Tap the Volume option and change the slider Results: When the volume is adjusted it plays sound A (the phone ringtone) instead of the currently selected tone for the alarm (sound B). Expected results: Since each sound is different in its volume it should play the currently selected tone instead of the phoneQ'Es ring tone. Phone/Android version: Motorola CLIQ (Android 1.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6154;calendar;synchronize;Wed 20 Jan 2010 12:17:23 +0000;Motorola;Milestone;If i put an event with yearly recurrence in the Outlook-Calendar and the Start date of the event begins before 01.01.1970 i get a sync failure at the phone (Motorola Milestone European version of Droid). The date is one day later than the date in Outlook. So if i put a yearly recurrence birthday-event in Outlook with the start date 29.Jan.1951 in Outlook it is at correct date but after sync in the mobilephone the date of event is one day later (on 30.Jan.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
